Receiver ID,Block Date,Block Heights not present in Index Files,Block Heights not present in Databricks,True if unique block heights are the same between the two lists
disgustingnewness736215640.u.arkana.near,2024-03-23,115328229,115328229,True
drunkennitrogen4365366671.u.arkana.near,2024-03-23,115323955,115323955,True
energetictoffee5162109786.u.arkana.near,2024-03-23,115285476,115285476,True
exasperatedvexation7054305517.u.arkana.near,2024-03-23,115331292,115331292,True
erectpodium1377207858.u.arkana.near,2024-03-23,115285468,115285468,True
errantgametophyte338554043.u.arkana.near,2024-03-23,115297881,115297881,True
evilkingmaker1006265603.u.arkana.near,2024-03-23,115301782,115301782,True
essentialcommunion8072111090.u.arkana.near,2024-03-23,115316471,115316471,True
enlightenedscrubbing700826577.u.arkana.near,2024-03-23,115323443,115323443,True
fabledhowler4567290897.u.arkana.near,2024-03-23,115313888,115313888,True
expandinggabardine3181122619.u.arkana.near,2024-03-23,115326748,115326748,True
failedhangman5574349840.u.arkana.near,2024-03-23,115325802,115325802,True
floppycanary6212312134.u.arkana.near,2024-03-23,115282361,115282361,True
flawedcub3316281988.u.arkana.near,2024-03-23,115304032,115304032,True
extinctomelet6552313304.u.arkana.near,2024-03-23,115306425,115306425,True
flyingodyssey4434288685.u.arkana.near,2024-03-23,115320743,115320743,True
follow-uppenitence68967394.u.arkana.near,2024-03-23,115286972,115286972,True
follow-upquandary5184340737.u.arkana.near,2024-03-23,115290801,115290801,True
galvanizedcertainty203247866.u.arkana.near,2024-03-23,115281438,115281438,True
full-sizedevotee8535126370.u.arkana.near,2024-03-23,115333365,115333365,True
goingloo5627313878.u.arkana.near,2024-03-23,115294606,115294606,True
glowingprofit8017352944.u.arkana.near,2024-03-23,115305710,115305710,True
grayishbellhop6709276150.u.arkana.near,2024-03-23,115331130,115331130,True
glibrestroom8140365528.u.arkana.near,2024-03-23,115307983,115307983,True
grimysuture198832165.u.arkana.near,2024-03-23,115311076,115311076,True
harshlobsterman248146638.u.arkana.near,2024-03-23,115313619,115313619,True
hastymuffin8369306574.u.arkana.near,2024-03-23,115299752,115299752,True
heightenedstone7752363032.u.arkana.near,2024-03-23,115280636,115280636,True
high-techmuck6798343801.u.arkana.near,2024-03-23,115329440,115329440,True
hereditaryshoal6328336879.u.arkana.near,2024-03-23,115303344,115303344,True
imperiouslimitation4472351210.u.arkana.near,2024-03-23,115290404,115290404,True
high-technologypercussion351452816.u.arkana.near,2024-03-23,115285150,115285150,True
humiliatinglinchpin4891352326.u.arkana.near,2024-03-23,115284204,115284204,True
incompetentbiplane688632493.u.arkana.near,2024-03-23,115299076,115299076,True
impressivecircumcision1117274477.u.arkana.near,2024-03-23,115330753,115330753,True
imperceptiblepantsuit7199177001.u.arkana.near,2024-03-23,115307056,115307056,True
indeliblehex1302323028.u.arkana.near,2024-03-23,115293314,115293314,True
indonesiaserver8123.near,2024-03-23,115317893,115317893,True
invitingpantsuit3102358581.u.arkana.near,2024-03-23,115299567,115299567,True
inorganiccrier6239343934.u.arkana.near,2024-03-23,115313751,115313751,True
irateeviction3942319728.u.arkana.near,2024-03-23,115283733,115283733,True
innumerablerope4146323289.u.arkana.near,2024-03-23,115323537,115323537,True
land-basedaxle7547354327.u.arkana.near,2024-03-23,115289858,115289858,True
jaggedfad5959179465.u.arkana.near,2024-03-23,115285592,115285592,True
literarysilage3196300406.u.arkana.near,2024-03-23,115326358,115326358,True
lastinggout8447328139.u.arkana.near,2024-03-23,115281404,115281404,True
man-madecontinuation2142273779.u.arkana.near,2024-03-23,115294304,115294304,True
managerialbunker4468291865.u.arkana.near,2024-03-23,115297129,115297129,True
manufacturedepic2239366443.u.arkana.near,2024-03-23,115314219,115314219,True
maritimegentleman5341140423.u.arkana.near,2024-03-23,115322321,115322321,True
maroonlineage6237124911.u.arkana.near,2024-03-23,115324170,115324170,True
monogamousloo1087358595.u.arkana.near,2024-03-23,115316626,115316626,True
mindfulvow8461179808.u.arkana.near,2024-03-23,115333405,115333405,True
matchedoption2728367259.u.arkana.near,2024-03-23,115322300,115322300,True
medium-sizedwane235450964.u.arkana.near,2024-03-23,115301929,115301929,True
obligingprowler708780424.u.arkana.near,2024-03-23,115329449,115329449,True
oil-richtussle446973548.u.arkana.near,2024-03-23,115291144,115291144,True
oil-producingcat8039126071.u.arkana.near,2024-03-23,115327388,115327388,True
moonlitingenue8617323561.u.arkana.near,2024-03-23,115321179,115321179,True
negligibledivestiture61278570.u.arkana.near,2024-03-23,115315497,115315497,True
nursingoscilloscope479785835.u.arkana.near,2024-03-23,115323498,115323498,True
nightlydishwasher5367273633.u.arkana.near,2024-03-23,115305598,115305598,True
optionalpatsy7405336633.u.arkana.near,2024-03-23,115288108,115288108,True
openstimulation4821276043.u.arkana.near,2024-03-23,115320791,115320791,True
ongoingair-conditioner8850113838.u.arkana.near,2024-03-23,115286516,115286516,True
noisyreflex7337367723.u.arkana.near,2024-03-23,115331285,115331285,True
outlawedparadigm2159326895.u.arkana.near,2024-03-23,115291091,115291091,True
overheadvial5338268661.u.arkana.near,2024-03-23,115290401,115290401,True
papalfraud3501365040.u.arkana.near,2024-03-23,115305238,115305238,True
outlyingopportunist808167335.u.arkana.near,2024-03-23,115314922,115314922,True
pastelbeginner661168455.u.arkana.near,2024-03-23,115320037,115320037,True
parallelshank2145348040.u.arkana.near,2024-03-23,115315939,115315939,True
payableglance726072428.u.arkana.near,2024-03-23,115290986,115290986,True
perpetualactor2108294119.u.arkana.near,2024-03-23,115290620,115290620,True
present-daymount8756208274.u.arkana.near,2024-03-23,115329408,115329408,True
preservingtrot3892363384.u.arkana.near,2024-03-23,115292056,115292056,True
preferentialell6470357021.u.arkana.near,2024-03-23,115297858,115297858,True
pleatedaggravation5592358451.u.arkana.near,2024-03-23,115292090,115292090,True
preservinginconvenience4567140134.u.arkana.near,2024-03-23,115326380,115326380,True
priorjudging6999122998.u.arkana.near,2024-03-23,115311380,115311380,True
processedinsincerity7071342522.u.arkana.near,2024-03-23,115319509,115319509,True
professionalriding6974126501.u.arkana.near,2024-03-23,115293172,115293172,True
processedcategory8829176933.u.arkana.near,2024-03-23,115265285,115265285,True
pollutedannouncement6400362843.u.arkana.near,2024-03-23,115290603,115290603,True
prolificinspection155678220.u.arkana.near,2024-03-23,115290933,115290933,True
provisionalhomage8015316571.u.arkana.near,2024-03-23,115315675,115315675,True
provincialportrayal4398366880.u.arkana.near,2024-03-23,115317788,115317788,True
ragingscum6788356734.u.arkana.near,2024-03-23,115287077,115287077,True
punyreappearance1332314637.u.arkana.near,2024-03-23,115291045,115291045,True
reciprocalmotorman2090313748.u.arkana.near,2024-03-23,115331905,115331905,True
reactionarytransfer2060362650.u.arkana.near,2024-03-23,115299302,115299302,True
reformededict357221654.u.arkana.near,2024-03-23,115286537,115286537,True
regulatoryprimitive1419357870.u.arkana.near,2024-03-23,115317974,115317974,True
reformedlitter235553572.u.arkana.near,2024-03-23,115312860,115312860,True
reminiscentcynic2895163010.u.arkana.near,2024-03-23,115283031,115283031,True
rustytaste6443356315.u.arkana.near,2024-03-23,115282694,115282694,True
resilientdressmaker6247289435.u.arkana.near,2024-03-23,115289223,115289223,True
separateddistinction1037132534.u.arkana.near,2024-03-23,115290114,115290114,True
secretivebrief571029865.u.arkana.near,2024-03-23,115286560,115286560,True
scarletpenumbra2422307760.u.arkana.near,2024-03-23,115302012,115302012,True
scalytank8416363355.u.arkana.near,2024-03-23,115291330,115291330,True
saiful_abd.near,2024-03-23,115336416,115336416,True
sinisterjudge719286104.u.arkana.near,2024-03-23,115316233,115316233,True
shrillapprentice4392323313.u.arkana.near,2024-03-23,115285530,115285530,True
soaringheaven6143362349.u.arkana.near,2024-03-23,115327431,115327431,True
splitseaplane5750285149.u.arkana.near,2024-03-23,115284106,115284106,True
stepped-upneighborhood8547276325.u.arkana.near,2024-03-23,115313602,115313602,True
synonymoustenet8742189913.u.arkana.near,2024-03-23,115283630,115283630,True
tandanger6087367762.u.arkana.near,2024-03-23,115332425,115332425,True
temporaryread4969217801.u.arkana.near,2024-03-23,115313687,115313687,True
subatomicicing8236287951.u.arkana.near,2024-03-23,115284854,115284854,True
standbyhumbug2065278096.u.arkana.near,2024-03-23,115331073,115331073,True
surlyirrelevance4643162287.u.arkana.near,2024-03-23,115304594,115304594,True
supplementarylimestone1212140021.u.arkana.near,2024-03-23,115330636,115330636,True
tax-exemptabsolutist5234141668.u.arkana.near,2024-03-23,115289102,115289102,True
thyroidnegative2491257419.u.arkana.near,2024-03-23,115281852,115281852,True
toxicurgency219131220.u.arkana.near,2024-03-23,115281286,115281286,True
troublingchambermaid4525335491.u.arkana.near,2024-03-23,115302372,115302372,True
two-year-oldcritic769416578.u.arkana.near,2024-03-23,115330460,115330460,True
turbulentprimate458215130.u.arkana.near,2024-03-23,115323991,115323991,True
unawarepartake1814324601.u.arkana.near,2024-03-23,115325668,115325668,True
unfamiliarwindow592069900.u.arkana.near,2024-03-23,115290122,115290122,True
uppermostpecan6653298267.u.arkana.near,2024-03-23,115281794,115281794,True
undergroundcreature4031339552.u.arkana.near,2024-03-23,115289861,115289861,True
unfavorablesquatter7878343565.u.arkana.near,2024-03-23,115304227,115304227,True
unfortunateshareholder2005182451.u.arkana.near,2024-03-23,115277495,115277495,True
undulatingrepertoire1991352774.u.arkana.near,2024-03-23,115285070,115285070,True
unreliablecapability791881317.u.arkana.near,2024-03-23,115286896,115286896,True
unpaidantibiotic1198359312.u.arkana.near,2024-03-23,115309621,115309621,True
warringsissy3878333047.u.arkana.near,2024-03-23,115329839,115329839,True
wingedspacesuit6477173961.u.arkana.near,2024-03-23,115326650,115326650,True
whippedglue1972363471.u.arkana.near,2024-03-23,115293617,115293617,True
wontseat386217909.u.arkana.near,2024-03-23,115317745,115317745,True
woventhunderclap7131319876.u.arkana.near,2024-03-23,115330641,115330641,True
acknowledgeddeveloper5247363433.u.arkana.near,2024-03-24,115363190,115363190,True
absorbingink219618590.u.arkana.near,2024-03-24,115364884,115364884,True
acoustictwitch2387100675.u.arkana.near,2024-03-24,115378053,115378053,True
adoptedoutput8443314487.u.arkana.near,2024-03-24,115350485,115350485,True
ancestrallatch2279318459.u.arkana.near,2024-03-24,115393709,115393709,True
alertpropriety4506289835.u.arkana.near,2024-03-24,115386653,115386653,True
aestheticbeagle8672327472.u.arkana.near,2024-03-24,115363035,115363035,True
air-conditionedlandlord6713192268.u.arkana.near,2024-03-24,115356105,115356105,True
assuredshale306746507.u.arkana.near,2024-03-24,115348116,115348116,True
arcticsire732867461.u.arkana.near,2024-03-24,115370671,115370671,True
anticipatednative4614322036.u.arkana.near,2024-03-24,115382551,115382551,True
authoritativeaddition6655347129.u.arkana.near,2024-03-24,115401943,115401943,True
avant-gardesalt1383347043.u.arkana.near,2024-03-24,115392015,115392015,True
backwardfluting5085210025.u.arkana.near,2024-03-24,115391717,115391717,True
beardedautocracy6371142606.u.arkana.near,2024-03-24,115378439,115378439,True
beguilingboiler8097324305.u.arkana.near,2024-03-24,115378231,115378231,True
bathingwedding2312177478.u.arkana.near,2024-03-24,115382426,115382426,True
big-timereach8644336999.u.arkana.near,2024-03-24,115358906,115358906,True
blacktimbre1136293240.u.arkana.near,2024-03-24,115371613,115371613,True
boldabsorption8540128111.u.arkana.near,2024-03-24,115389729,115389729,True
bustlingpineapple5596279760.u.arkana.near,2024-03-24,115364657,115364657,True
burnthowitzer5223142340.u.arkana.near,2024-03-24,115371019,115371019,True
concertednickname760133400.u.arkana.near,2024-03-24,115400079,115400079,True
connectivewashbasin6132345967.u.arkana.near,2024-03-24,115383721,115383721,True
centristpurr4555118626.u.arkana.near,2024-03-24,115377882,115377882,True
charitablecolonization230342677.u.arkana.near,2024-03-24,115360324,115360324,True
civilflasher6853358369.u.arkana.near,2024-03-24,115384076,115384076,True
conqueredapartment117342000.u.arkana.near,2024-03-24,115376459,115376459,True
chunkycoke8507291872.u.arkana.near,2024-03-24,115363854,115363854,True
confusedtemptation2780349584.u.arkana.near,2024-03-24,115367275,115367275,True
continentallair235576025.u.arkana.near,2024-03-24,115363961,115363961,True
continuoussuicide2868298379.u.arkana.near,2024-03-24,115370501,115370501,True
convertibleamour4203332434.u.arkana.near,2024-03-24,115386689,115386689,True
correcternment341062719.u.arkana.near,2024-03-24,115375194,115375194,True
cosmeticadornment5112285734.u.arkana.near,2024-03-24,115372363,115372363,True
coyherald7964119547.u.arkana.near,2024-03-24,115389519,115389519,True
curlyperience5567296422.u.arkana.near,2024-03-24,115381061,115381061,True
cozycedar1965345802.u.arkana.near,2024-03-24,115354664,115354664,True
dazzlingmerchantman4382358251.u.arkana.near,2024-03-24,115388199,115388199,True
dazedpigment6132334912.u.arkana.near,2024-03-24,115377013,115377013,True
decentralizedstockpile844045903.u.arkana.near,2024-03-24,115384646,115384646,True
demonicsteamer2554316747.u.arkana.near,2024-03-24,115394703,115394703,True
developedclan5171319855.u.arkana.near,2024-03-24,115363508,115363508,True
dialecticaltarantula473532225.u.arkana.near,2024-03-24,115394760,115394760,True
discouragingprophecy6554125658.u.arkana.near,2024-03-24,115353302,115353302,True
disguisedliege7109172582.u.arkana.near,2024-03-24,115353334,115353334,True
disguisedairing5382333014.u.arkana.near,2024-03-24,115346549,115346549,True
disgustingsepulcher3220178123.u.arkana.near,2024-03-24,115388828,115388828,True
dividingharrow5169187955.u.arkana.near,2024-03-24,115391675,115391675,True
disparatequiver6553322519.u.arkana.near,2024-03-24,115374172,115374172,True
divisionaldivider7529306294.u.arkana.near,2024-03-24,115359695,115359695,True
doctoralradiator2269314028.u.arkana.near,2024-03-24,115385853,115385853,True
do-it-yourselfskimmer1715352204.u.arkana.near,2024-03-24,115349548,115349548,True
doomedestimate4113102029.u.arkana.near,2024-03-24,115373429,115373429,True
eloquentutterance2116284452.u.arkana.near,2024-03-24,115347967,115347967,True
evasivesample6708257980.u.arkana.near,2024-03-24,115397805,115397805,True
exiledracer1667180524.u.arkana.near,2024-03-24,115398634,115398634,True
enragedbooby4936297587.u.arkana.near,2024-03-24,115364492,115364492,True
expertprovider2430124782.u.arkana.near,2024-03-24,115394282,115394282,True
exuberantasteroid4601177509.u.arkana.near,2024-03-24,115375090,115375090,True
factualearplug6524327660.u.arkana.near,2024-03-24,115383382,115383382,True
fallingresentment7218300438.u.arkana.near,2024-03-24,115385827,115385827,True
fallingcovering6285348207.u.arkana.near,2024-03-24,"115386235,115390547","115386235,115390547",True
featheredincarceration656938649.u.arkana.near,2024-03-24,115384903,115384903,True
fastidioustwerp8850135413.u.arkana.near,2024-03-24,115374925,115374925,True
favoredmountainside4924160463.u.arkana.near,2024-03-24,115385470,115385470,True
fattydespair7985370716.u.arkana.near,2024-03-24,115376731,115376731,True
fiscalhumility181343424.u.arkana.near,2024-03-24,115399969,115399969,True
flippingscene6747349735.u.arkana.near,2024-03-24,115359915,115359915,True
formalhoot3102209998.u.arkana.near,2024-03-24,115392156,115392156,True
four-yeardouche4285369108.u.arkana.near,2024-03-24,115366054,115366054,True
frustratedsweater6345325535.u.arkana.near,2024-03-24,115366187,115366187,True
front-linespender5734201560.u.arkana.near,2024-03-24,115375035,115375035,True
fruitfulfuture2018315817.u.arkana.near,2024-03-24,115359528,115359528,True
glacialsausage6191300392.u.arkana.near,2024-03-24,115363435,115363435,True
grilledcouplet1243174150.u.arkana.near,2024-03-24,115368283,115368283,True
gravitationalparable7691108240.u.arkana.near,2024-03-24,115393184,115393184,True
hopelessharpy6302124428.u.arkana.near,2024-03-24,115368057,115368057,True
good-naturedsentence599919255.u.arkana.near,2024-03-24,115362677,115362677,True
high-ceilingedyearling8346257646.u.arkana.near,2024-03-24,115391026,115391026,True
grown-upbroom7209196923.u.arkana.near,2024-03-24,115364159,115364159,True
holypurveyor1151336509.u.arkana.near,2024-03-24,115373543,115373543,True
grimyshack2315307307.u.arkana.near,2024-03-24,115391078,115391078,True
horrifyingoviduct528599504.u.arkana.near,2024-03-24,115354632,115354632,True
illustratedpea1456261373.u.arkana.near,2024-03-24,115366448,115366448,True
impulsiveblend6349315460.u.arkana.near,2024-03-24,115354469,115354469,True
incomprehensibleplant5964306717.u.arkana.near,2024-03-24,115393195,115393195,True
infrequentoscilloscope6696289324.u.arkana.near,2024-03-24,115394360,115394360,True
instantrustle6747303276.u.arkana.near,2024-03-24,115364017,115364017,True
inhospitablebrush3018350960.u.arkana.near,2024-03-24,115399314,115399314,True
infirmaqueduct7818342643.u.arkana.near,2024-03-24,115387333,115387333,True
intolerantguesthouse8109255881.u.arkana.near,2024-03-24,115393504,115393504,True
joblessanger6323321910.u.arkana.near,2024-03-24,115372991,115372991,True
leakyaccomplishment4047121047.u.arkana.near,2024-03-24,115363901,115363901,True
knowledgeablesuppression6835353042.u.arkana.near,2024-03-24,115379857,115379857,True
leatherysupplication6322313162.u.arkana.near,2024-03-24,115385114,115385114,True
leatherysprinkler7686371436.u.arkana.near,2024-03-24,115384366,115384366,True
lousyshift1519317071.u.arkana.near,2024-03-24,115363843,115363843,True
lumpyharangue6590348960.u.arkana.near,2024-03-24,115396185,115396185,True
low-incomebraggart3464257442.u.arkana.near,2024-03-24,115371744,115371744,True
maintaxation4386318367.u.arkana.near,2024-03-24,115358430,115358430,True
lustyfloor5643287466.u.arkana.near,2024-03-24,115376959,115376959,True
marinegentleman3149355576.u.arkana.near,2024-03-24,115360263,115360263,True
manageabledowager4116307619.u.arkana.near,2024-03-24,115371426,115371426,True
massivenod3754350262.u.arkana.near,2024-03-24,"115355715,115355870","115355715,115355870",True
menacingpullback8657296688.u.arkana.near,2024-03-24,115363793,115363793,True
moonlitinsignia7108338193.u.arkana.near,2024-03-24,115351411,115351411,True
modernistself-examination339752154.u.arkana.near,2024-03-24,115383227,115383227,True
narcissisticprotection2955121558.u.arkana.near,2024-03-24,115368714,115368714,True
naggingstage654745069.u.arkana.near,2024-03-24,115373249,115373249,True
narcissisticrim779120406.u.arkana.near,2024-03-24,115387049,115387049,True
necessarytheorem857363599.u.arkana.near,2024-03-24,115374607,115374607,True
nonpartisanretort5951339562.u.arkana.near,2024-03-24,115359647,115359647,True
over-the-counterdiminutive3811357556.u.arkana.near,2024-03-24,115376786,115376786,True
paramilitarytroika3476298981.u.arkana.near,2024-03-24,115349773,115349773,True
outdatedrecital5731358337.u.arkana.near,2024-03-24,115367690,115367690,True
nursingsleepwalker6013356281.u.arkana.near,2024-03-24,115350513,115350513,True
painlessinflammation4013319111.u.arkana.near,2024-03-24,115360388,115360388,True
parchedenlistment7911354639.u.arkana.near,2024-03-24,115382967,115382967,True
nearhost1166.near,2024-03-24,115352888,115352888,True
pertplurality361780334.u.arkana.near,2024-03-24,115384995,115384995,True
piousbedside6601278848.u.arkana.near,2024-03-24,115350610,115350610,True
philosophicalboast114069111.u.arkana.near,2024-03-24,115368369,115368369,True
poshbronze704041547.u.arkana.near,2024-03-24,115362696,115362696,True
quiveringheading5313163356.u.arkana.near,2024-03-24,115392992,115392992,True
poisonedreek2530316358.u.arkana.near,2024-03-24,115359092,115359092,True
pureantenna1568265575.u.arkana.near,2024-03-24,115363319,115363319,True
raptcontest7712164255.u.arkana.near,2024-03-24,115366147,115366147,True
prestigiouswalleye245815425.u.arkana.near,2024-03-24,115359418,115359418,True
precociousdork132170632.u.arkana.near,2024-03-24,115362554,115362554,True
prolongedchillun4028102766.u.arkana.near,2024-03-24,115377347,115377347,True
raucousthrill6702358708.u.arkana.near,2024-03-24,115396627,115396627,True
possessivedaybed8016354548.u.arkana.near,2024-03-24,115381736,115381736,True
privyfairytale8411309805.u.arkana.near,2024-03-24,115400254,115400254,True
preparedliberation6541342781.u.arkana.near,2024-03-24,115356773,115356773,True
publicsilver1690372325.u.arkana.near,2024-03-24,115401667,115401667,True
readyfissure6161352212.u.arkana.near,2024-03-24,115376079,115376079,True
regimentalscript1695171063.u.arkana.near,2024-03-24,115382811,115382811,True
redundantpitcher8023312179.u.arkana.near,2024-03-24,115362064,115362064,True
rejectedconnotation8777291515.u.arkana.near,2024-03-24,115361026,115361026,True
reflexbleach6166155643.u.arkana.near,2024-03-24,115387430,115387430,True
repeatingmajor7775298345.u.arkana.near,2024-03-24,115401768,115401768,True
requiredcollier5843263046.u.arkana.near,2024-03-24,115380978,115380978,True
resultantatrium8696297215.u.arkana.near,2024-03-24,115364695,115364695,True
resonantfloat5114305024.u.arkana.near,2024-03-24,115349734,115349734,True
righteousdetergent4273304262.u.arkana.near,2024-03-24,115389484,115389484,True
saintlywedding3254308544.u.arkana.near,2024-03-24,115352241,115352241,True
searchingdetector2644308593.u.arkana.near,2024-03-24,115387035,115387035,True
sexualrecitation4880123961.u.arkana.near,2024-03-24,115378150,115378150,True
secretrattler6282372294.u.arkana.near,2024-03-24,115400244,115400244,True
short-livedsignature403424846.u.arkana.near,2024-03-24,115375319,115375319,True
skimpycollarbone7316137968.u.arkana.near,2024-03-24,115351789,115351789,True
simplifiedarchipelago7407327563.u.arkana.near,2024-03-24,115372972,115372972,True
sluggishincentive8823132513.u.arkana.near,2024-03-24,115393336,115393336,True
sneakytrust4110170279.u.arkana.near,2024-03-24,115393973,115393973,True
sleekdime5479331994.u.arkana.near,2024-03-24,115393264,115393264,True
sincereexpulsion2791209529.u.arkana.near,2024-03-24,115356161,115356161,True
staiddruid475581460.u.arkana.near,2024-03-24,115381132,115381132,True
socalledmechanism6824189170.u.arkana.near,2024-03-24,115355730,115355730,True
southwesterntint4055341235.u.arkana.near,2024-03-24,115399909,115399909,True
speckledtie8210110263.u.arkana.near,2024-03-24,115372372,115372372,True
sphericalqualifier8001162229.u.arkana.near,2024-03-24,115361052,115361052,True
stunningwaterway4389174288.u.arkana.near,2024-03-24,115386855,115386855,True
stationaryregression7011167769.u.arkana.near,2024-03-24,115368808,115368808,True
stubbywerowance400713776.u.arkana.near,2024-03-24,115353206,115353206,True
surplusbombshell1119279766.u.arkana.near,2024-03-24,115360620,115360620,True
state-ownedhypocrite1559119634.u.arkana.near,2024-03-24,115358483,115358483,True
swarthyidiocy5288323576.u.arkana.near,2024-03-24,115350639,115350639,True
sunkenslouch1623326520.u.arkana.near,2024-03-24,115374394,115374394,True
sweetstock7477353755.u.arkana.near,2024-03-24,115371372,115371372,True
teasingidealization170757005.u.arkana.near,2024-03-24,115371746,115371746,True
swornnightcap184343149.u.arkana.near,2024-03-24,115381365,115381365,True
three-yeartyke1250355447.u.arkana.near,2024-03-24,115378325,115378325,True
three-storyspeculator4871132842.u.arkana.near,2024-03-24,115371117,115371117,True
transientbeam4186340633.u.arkana.near,2024-03-24,115383008,115383008,True
tantamountgospel8629281656.u.arkana.near,2024-03-24,115369627,115369627,True
tivetriple8697316977.u.arkana.near,2024-03-24,115355700,115355700,True
tiledtingle4454128808.u.arkana.near,2024-03-24,115361702,115361702,True
tormentedtedium4153328962.u.arkana.near,2024-03-24,115380997,115380997,True
thinsurcharge740273930.u.arkana.near,2024-03-24,115388796,115388796,True
tree-linedmonster5002179133.u.arkana.near,2024-03-24,115374119,115374119,True
triplerosebud6970252134.u.arkana.near,2024-03-24,115350573,115350573,True
two-yearsignature1832312990.u.arkana.near,2024-03-24,115358594,115358594,True
typicalpolicewoman527555152.u.arkana.near,2024-03-24,115378465,115378465,True
unanticipatedcovey749323672.u.arkana.near,2024-03-24,115363784,115363784,True
undisturbedmixup41193916.u.arkana.near,2024-03-24,115400111,115400111,True
unconventionallegitimation572320481.u.arkana.near,2024-03-24,115373549,115373549,True
unlawfulcollectivity5977337205.u.arkana.near,2024-03-24,115393046,115393046,True
unfoundeddocumentary4271363511.u.arkana.near,2024-03-24,115364792,115364792,True
unforgettablejargon802012093.u.arkana.near,2024-03-24,115380705,115380705,True
unheardshrink7633238495.u.arkana.near,2024-03-24,115359484,115359484,True
unmannedcounsellor4421117614.u.arkana.near,2024-03-24,115363178,115363178,True
unorthodoxbarrow1559109394.u.arkana.near,2024-03-24,115361997,115361997,True
uppermicrophone762867573.u.arkana.near,2024-03-24,115359728,115359728,True
urgentmonologue1911297650.u.arkana.near,2024-03-24,115389822,115389822,True
variedblade4691275266.u.arkana.near,2024-03-24,115354579,115354579,True
variedbantam7865.u.arkana.near,2024-03-24,115395705,115395705,True
veiledbroth7696298762.u.arkana.near,2024-03-24,115379127,115379127,True
walledfatherland3363337184.u.arkana.near,2024-03-24,115364053,115364053,True
well-heeledcustomer8126308158.u.arkana.near,2024-03-24,115363764,115363764,True
weatheredcloseup6230177600.u.arkana.near,2024-03-24,115368351,115368351,True
well-heeledfascination7641304728.u.arkana.near,2024-03-24,115384290,115384290,True
waterprooftorte6811313846.u.arkana.near,2024-03-24,115374042,115374042,True
wild-eyedpolder4687105224.u.arkana.near,2024-03-24,115378693,115378693,True
windowlessflip-flop563341834.u.arkana.near,2024-03-24,115371693,115371693,True
ableoceanographer5557276296.u.arkana.near,2024-03-25,115447739,115447739,True
writtenindentation6407352834.u.arkana.near,2024-03-24,115356369,115356369,True
acoustictwitch2387100675.u.arkana.near,2024-03-25,115449346,115449346,True
actingtherapist1918163726.u.arkana.near,2024-03-25,115449159,115449159,True
affectedhare8522283252.u.arkana.near,2024-03-25,115440821,115440821,True
agileanesthetic417943753.u.arkana.near,2024-03-25,115450946,115450946,True
affiliatedunicorn798234148.u.arkana.near,2024-03-25,115456646,115456646,True
x.paras.near,2024-03-24,115389940,115389940,True
ajarpoodle1298371954.u.arkana.near,2024-03-25,115428256,115428256,True
alarminggym3701374662.u.arkana.near,2024-03-25,115461125,115461125,True
allegedaggrandizement1206306079.u.arkana.near,2024-03-25,115454703,115454703,True
antagonisticgeneticist8863374859.u.arkana.near,2024-03-25,115464272,115464272,True
antinuclearniche1363373329.u.arkana.near,2024-03-25,115432832,115432832,True
answeringintention2809373790.u.arkana.near,2024-03-25,115443212,115443212,True
atmosphericdispensation3288261153.u.arkana.near,2024-03-25,115462195,115462195,True
apologeticbailout1021280429.u.arkana.near,2024-03-25,115458944,115458944,True
assertivetomcat1616304998.u.arkana.near,2024-03-25,115450622,115450622,True
bilateralguesthouse7795326644.u.arkana.near,2024-03-25,"115463698,115463773","115463698,115463773",True
beardedflesh1340307279.u.arkana.near,2024-03-25,115447380,115447380,True
auto-service-saadati.near,2024-03-25,"115439040,115439056,115439065,115439076,115439088,115439096,115439100","115439040,115439056,115439065,115439076,115439088,115439096,115439100",True
blondmilking574848967.u.arkana.near,2024-03-25,115462273,115462273,True
bloodlesspig6176316799.u.arkana.near,2024-03-25,115464233,115464233,True
bathingrespondent3758374721.u.arkana.near,2024-03-25,115465222,115465222,True
burlytotalitarianism6122263984.u.arkana.near,2024-03-25,115467667,115467667,True
candidcondominium2292210200.u.arkana.near,2024-03-25,115468624,115468624,True
calledbuoy4210290469.u.arkana.near,2024-03-25,115453077,115453077,True
bluishaversion1569322479.u.arkana.near,2024-03-25,115459561,115459561,True
causalsteward8273306836.u.arkana.near,2024-03-25,"115465070,115465145","115465070,115465145",True
childlikesextant8038160462.u.arkana.near,2024-03-25,115466724,115466724,True
cerebralinsulator4481264406.u.arkana.near,2024-03-25,115468064,115468064,True
chillingextinguisher333982083.u.arkana.near,2024-03-25,115470102,115470102,True
chillingnook5865296239.u.arkana.near,2024-03-25,115454498,115454498,True
chillyhomecoming7514312150.u.arkana.near,2024-03-25,115466592,115466592,True
cherisheddualism2773374126.u.arkana.near,2024-03-25,115450881,115450881,True
collectedshriek118647840.u.arkana.near,2024-03-25,115456144,115456144,True
coloredacademy2687361098.u.arkana.near,2024-03-25,115459527,115459527,True
colorlessthought2826206537.u.arkana.near,2024-03-25,115443359,115443359,True
comfortinglandmass3395124855.u.arkana.near,2024-03-25,115464112,115464112,True
committedmadman3625276633.u.arkana.near,2024-03-25,115431092,115431092,True
compacttwill778888361.u.arkana.near,2024-03-25,115423498,115423498,True
