Receiver ID,Block Date,Block Heights not present in Index Files,Block Heights not present in Databricks,True if unique block heights are the same between the two lists
womanlyparagon702823478.u.arkana.near,2024-03-26,115512101,115512101,True
worseningcornet8242259263.u.arkana.near,2024-03-26,115531124,115531124,True
wroughtriff2776258754.u.arkana.near,2024-03-26,115535537,115535537,True
woodenpatron210440163.u.arkana.near,2024-03-26,115500970,115500970,True
woodyact6189377135.u.arkana.near,2024-03-26,115530437,115530437,True
worrisomesportsman3670376079.u.arkana.near,2024-03-26,115503576,115503576,True
x.paras.near,2024-03-26,"115507797,115513005","115507797,115513005",True
abjectoverload8656273624.u.arkana.near,2024-03-27,115602733,115602733,True
actualinscription7510258759.u.arkana.near,2024-03-27,115599640,115599640,True
aakhalid.near,2024-03-27,115585658,115585658,True
affectionatesubpena4970378806.u.arkana.near,2024-03-27,115593756,115593756,True
acrimoniouswave6146360063.u.arkana.near,2024-03-27,115585001,115585001,True
aggressivesteak6319116434.u.arkana.near,2024-03-27,115610525,115610525,True
air-conditionedlisting2817356882.u.arkana.near,2024-03-27,115570975,115570975,True
almightyhone317141523.u.arkana.near,2024-03-27,115565458,115565458,True
alonemajor4426276638.u.arkana.near,2024-03-27,115608350,115608350,True
alertsweatshirt3011201887.u.arkana.near,2024-03-27,115610825,115610825,True
archmyth781526533.u.arkana.near,2024-03-27,115589273,115589273,True
appellategangster5675155933.u.arkana.near,2024-03-27,115599602,115599602,True
ascendingcoloring6095282413.u.arkana.near,2024-03-27,115555755,115555755,True
arno-54.near,2024-03-27,115583606,115583606,True
ascendingpedant286764841.u.arkana.near,2024-03-27,115557628,115557628,True
backtough6979134200.u.arkana.near,2024-03-27,115606310,115606310,True
attractivedustpan307194234.u.arkana.near,2024-03-27,115598320,115598320,True
arnur-p2p.near,2024-03-27,115558555,115558555,True
bisexualdispensary719288407.u.arkana.near,2024-03-27,115578572,115578572,True
blue-greenconfluence8754315102.u.arkana.near,2024-03-27,115587354,115587354,True
blackarena3199.near,2024-03-27,115584009,115584009,True
batikcrypto.near,2024-03-27,115584997,115584997,True
bonytester3296236266.u.arkana.near,2024-03-27,115598550,115598550,True
buddingdissection4466334568.u.arkana.near,2024-03-27,115583251,115583251,True
boundlesspolemic8248115058.u.arkana.near,2024-03-27,115570897,115570897,True
cheeryskipper8418159607.u.arkana.near,2024-03-27,115594518,115594518,True
carvedsabra8431119781.u.arkana.near,2024-03-27,115605601,115605601,True
candidcondominium2292210200.u.arkana.near,2024-03-27,115594123,115594123,True
bullishnationality7242376708.u.arkana.near,2024-03-27,115595788,115595788,True
clean-cutstump5300349283.u.arkana.near,2024-03-27,115604663,115604663,True
compellingimmunity7049350199.u.arkana.near,2024-03-27,115597768,115597768,True
closedgender1111377914.u.arkana.near,2024-03-27,115564789,115564789,True
concretebayonet1973224908.u.arkana.near,2024-03-27,115567961,115567961,True
compositionalsidewalk1986378537.u.arkana.near,2024-03-27,115583671,115583671,True
colduser1468.near,2024-03-27,115580314,115580314,True
contagiousemporium6203376851.u.arkana.near,2024-03-27,115567836,115567836,True
consularnightingale826662065.u.arkana.near,2024-03-27,115569760,115569760,True
counterfeitprofessional5756291882.u.arkana.near,2024-03-27,115563121,115563121,True
convincedkid2014379098.u.arkana.near,2024-03-27,115601925,115601925,True
cozycedar1965345802.u.arkana.near,2024-03-27,115559432,115559432,True
cripplingbankruptcy154770629.u.arkana.near,2024-03-27,115568084,115568084,True
crampedhinterland3512353588.u.arkana.near,2024-03-27,115602216,115602216,True
culturalblaster1884315484.u.arkana.near,2024-03-27,115563690,115563690,True
cynicaledifice7501257721.u.arkana.near,2024-03-27,115566043,115566043,True
dailymaximum4939235189.u.arkana.near,2024-03-27,115576460,115576460,True
cosmicwretch1410378101.u.arkana.near,2024-03-27,115571428,115571428,True
datedmissal4628299280.u.arkana.near,2024-03-27,115606449,115606449,True
dark-eyedspecification338018559.u.arkana.near,2024-03-27,115574234,115574234,True
departingsolvent1706378263.u.arkana.near,2024-03-27,115575180,115575180,True
disapprovingtrusteeship568928702.u.arkana.near,2024-03-27,115585150,115585150,True
danii246.near,2024-03-27,115580482,115580482,True
delphi20.near,2024-03-27,115578658,115578658,True
divisionallarder8023337223.u.arkana.near,2024-03-27,115605658,115605658,True
discardedthriller6788377878.u.arkana.near,2024-03-27,115562800,115562800,True
distressedsyllogism1147282062.u.arkana.near,2024-03-27,115594680,115594680,True
dummyexchange5832339779.u.arkana.near,2024-03-27,115565947,115565947,True
dogmaticnewsman6467310943.u.arkana.near,2024-03-27,115573682,115573682,True
droopingmeringue6768378095.u.arkana.near,2024-03-27,"115571014,115571291,115571343","115571014,115571291,115571343",True
disquietingdeprivation5255119850.u.arkana.near,2024-03-27,115569961,115569961,True
dumbcontra3205378803.u.arkana.near,2024-03-27,115593686,115593686,True
duskypathology2005242677.u.arkana.near,2024-03-27,115563587,115563587,True
door-to-doorausterity4146291017.u.arkana.near,2024-03-27,115589956,115589956,True
dyingbailiff69301124.u.arkana.near,2024-03-27,115545209,115545209,True
dyingsun4756375810.u.arkana.near,2024-03-27,115584673,115584673,True
elderlymarmalade7151350597.u.arkana.near,2024-03-27,115565423,115565423,True
elementalmeristem6613289842.u.arkana.near,2024-03-27,115596505,115596505,True
engagingrinse4843346733.u.arkana.near,2024-03-27,115571658,115571658,True
energeticpreaching4289257911.u.arkana.near,2024-03-27,115561328,115561328,True
estimatedsubstructure1157306767.u.arkana.near,2024-03-27,115579025,115579025,True
expectantunkindness454966377.u.arkana.near,2024-03-27,115560249,115560249,True
extrinsicwalkout3419378594.u.arkana.near,2024-03-27,115585393,115585393,True
factionalloony3943161587.u.arkana.near,2024-03-27,115558315,115558315,True
fallingcovering6285348207.u.arkana.near,2024-03-27,115576058,115576058,True
fanaticalreissue4496.u.arkana.near,2024-03-27,115586008,115586008,True
fastbathroom5801121013.u.arkana.near,2024-03-27,115589608,115589608,True
fashionableharpsichord3505329522.u.arkana.near,2024-03-27,115558930,115558930,True
five-yearoboe7835377851.u.arkana.near,2024-03-27,115561912,115561912,True
feverishvalidation5586310598.u.arkana.near,2024-03-27,115573451,115573451,True
fatkilt7558-shard-dog.near,2024-03-27,115598507,115598507,True
floppydot6591190810.u.arkana.near,2024-03-27,115610070,115610070,True
forestedslur2788281546.u.arkana.near,2024-03-27,115605426,115605426,True
freshwaterupdraft5108309396.u.arkana.near,2024-03-27,115594152,115594152,True
glamorousheadman2839288985.u.arkana.near,2024-03-27,115575925,115575925,True
good-naturedsentence599919255.u.arkana.near,2024-03-27,115599442,115599442,True
frighteningcloakroom8552261976.u.arkana.near,2024-03-27,115558953,115558953,True
grimcatalyst7392122007.u.arkana.near,2024-03-27,115560239,115560239,True
goodjava3546.near,2024-03-27,115585780,115585780,True
heart-shapedrock3607301157.u.arkana.near,2024-03-27,115566448,115566448,True
high-risktenet1552316525.u.arkana.near,2024-03-27,115593932,115593932,True
hindtot1466261962.u.arkana.near,2024-03-27,115576104,115576104,True
harrypotterobamasonic10inu.near,2024-03-27,115585500,115585500,True
impulsiveureter3584358733.u.arkana.near,2024-03-27,115573149,115573149,True
hulkingtanker7253323636.u.arkana.near,2024-03-27,115563464,115563464,True
ill-advisedaxis6124242087.u.arkana.near,2024-03-27,115602354,115602354,True
incidentalcycle4331323010.u.arkana.near,2024-03-27,115560514,115560514,True
infrequenttraverse6755296869.u.arkana.near,2024-03-27,115567898,115567898,True
inappropriateacceptance5453377747.u.arkana.near,2024-03-27,115558412,115558412,True
innumerablehologram4165346932.u.arkana.near,2024-03-27,115563431,115563431,True
insideache3543317733.u.arkana.near,2024-03-27,115557102,115557102,True
kneelingembargo6282343564.u.arkana.near,2024-03-27,115564978,115564978,True
invadingcity28408243.u.arkana.near,2024-03-27,115567951,115567951,True
kylle-cyrus444.near,2024-03-27,115562595,115562595,True
kurdtelegramvip.near,2024-03-27,115586892,115586892,True
irrepressiblescroll486557249.u.arkana.near,2024-03-27,115584209,115584209,True
lowlygun4897179126.u.arkana.near,2024-03-27,115566036,115566036,True
lili_29271.near,2024-03-27,115560997,115560997,True
loosegarden1464.near,2024-03-27,115586808,115586808,True
loathinsanity6613324219.u.arkana.near,2024-03-27,115587947,115587947,True
lunarcontingency2153106995.u.arkana.near,2024-03-27,115583679,115583679,True
lovelyresurrection5356377910.u.arkana.near,2024-03-27,115577868,115577868,True
maleseafood8183286222.u.arkana.near,2024-03-27,115603237,115603237,True
m_sandor90.near,2024-03-27,115580983,115580983,True
monasticfeather5872258116.u.arkana.near,2024-03-27,115602095,115602095,True
medium-sizedfloater4338375981.u.arkana.near,2024-03-27,115571052,115571052,True
merryjerkin736659048.u.arkana.near,2024-03-27,115609573,115609573,True
milon6864.near,2024-03-27,115590609,115590609,True
mostafaazouz84.near,2024-03-27,115562587,115562587,True
mysticroyalist8730217102.u.arkana.near,2024-03-27,115563907,115563907,True
nafiuafto.near,2024-03-27,115589994,115589994,True
mozart_damas.near,2024-03-27,115595023,115595023,True
mostafabuda011.near,2024-03-27,115601998,115601998,True
nationalizedindictment4590373309.u.arkana.near,2024-03-27,115597771,115597771,True
naomi_debby.near,2024-03-27,115556371,115556371,True
nationalizedstreet5428295392.u.arkana.near,2024-03-27,115566590,115566590,True
offendinginitiation3596378544.u.arkana.near,2024-03-27,115583875,115583875,True
nonalignedassimilation7187148733.u.arkana.near,2024-03-27,115599282,115599282,True
omnipotentspiral481088627.u.arkana.near,2024-03-27,115573129,115573129,True
oliveparson1390327116.u.arkana.near,2024-03-27,115564626,115564626,True
operaticcheckout1148168826.u.arkana.near,2024-03-27,115591485,115591485,True
niceelk9731.near,2024-03-27,115580355,115580355,True
outdoormash2388342203.u.arkana.near,2024-03-27,115605505,115605505,True
over-allself6728374839.u.arkana.near,2024-03-27,115583618,115583618,True
partisanspy4307366993.u.arkana.near,2024-03-27,115561998,115561998,True
passiveenthusiasm1091319960.u.arkana.near,2024-03-27,115560220,115560220,True
overnightcrown3400141446.u.arkana.near,2024-03-27,115565997,115565997,True
patrioticconductor4019274489.u.arkana.near,2024-03-27,115602014,115602014,True
philosophicalshimmer1973348102.u.arkana.near,2024-03-27,115593643,115593643,True
physicalfantasy1319339934.u.arkana.near,2024-03-27,115573051,115573051,True
placidting571053699.u.arkana.near,2024-03-27,115577767,115577767,True
prescribedmobster3325284447.u.arkana.near,2024-03-27,115599168,115599168,True
pregnantincarceration8868300391.u.arkana.near,2024-03-27,115569427,115569427,True
proverbialjourneyman4398332075.u.arkana.near,2024-03-27,115599852,115599852,True
pushyroost5567300406.u.arkana.near,2024-03-27,115564849,115564849,True
publishedknuckle8179308407.u.arkana.near,2024-03-27,115563482,115563482,True
puky.near,2024-03-27,115590287,115590287,True
rcxcr.near,2024-03-27,115598011,115598011,True
quickwaycrypto.near,2024-03-27,115586137,115586137,True
real-estatedarky3648119624.u.arkana.near,2024-03-27,115568351,115568351,True
recentbarge2456372253.u.arkana.near,2024-03-27,115576567,115576567,True
reformistvalley3077319872.u.arkana.near,2024-03-27,115607534,115607534,True
restrictivepolity2218329485.u.arkana.near,2024-03-27,115578552,115578552,True
remarkablesatire4978377881.u.arkana.near,2024-03-27,115563021,115563021,True
restoringfigurine3076334040.u.arkana.near,2024-03-27,115577842,115577842,True
roastorthodoxy756552408.u.arkana.near,2024-03-27,115582000,115582000,True
resourcefulingredient6522377907.u.arkana.near,2024-03-27,115564571,115564571,True
ruinedpecker693979498.u.arkana.near,2024-03-27,115605314,115605314,True
sacredlima4779319464.u.arkana.near,2024-03-27,115560206,115560206,True
runawaycampsite7161378064.u.arkana.near,2024-03-27,115570384,115570384,True
samedove3317.near,2024-03-27,115584016,115584016,True
scholarlyplateau2266275735.u.arkana.near,2024-03-27,115544301,115544301,True
sardonicbuffer490841459.u.arkana.near,2024-03-27,115559657,115559657,True
usdt.tether-token.near,2024-03-26,"115504656,115543045,115543826,115543848","115543045,115543826,115543848",False
undisturbedochre372218887.u.arkana.near,2024-03-27,115607416,115607416,True
sanesimilarity376630449.u.arkana.near,2024-03-27,115584012,115584012,True
robertscuipici034.near,2024-03-27,115585206,115585206,True
senatoriallayover8743379031.u.arkana.near,2024-03-27,115598863,115598863,True
serenedisk4519353762.u.arkana.near,2024-03-27,115611008,115611008,True
serenehumpback1479328750.u.arkana.near,2024-03-27,115590171,115590171,True
sexyneck4377341363.u.arkana.near,2024-03-27,115576033,115576033,True
shadyfungus6756306386.u.arkana.near,2024-03-27,115611041,115611041,True
shortbread3762.near,2024-03-27,115588599,115588599,True
shapelesspayroll711062628.u.arkana.near,2024-03-27,115585263,115585263,True
shockingradiologist6981119323.u.arkana.near,2024-03-27,115558594,115558594,True
shamefulevacuation2558195418.u.arkana.near,2024-03-27,115594316,115594316,True
shrillsake195078084.u.arkana.near,2024-03-27,115563485,115563485,True
shreddedcutting8460162925.u.arkana.near,2024-03-27,115601325,115601325,True
shortkidney3973378645.u.arkana.near,2024-03-27,115587367,115587367,True
silveryebb610926564.u.arkana.near,2024-03-27,115607283,115607283,True
stellarmanse4303136112.u.arkana.near,2024-03-27,115579282,115579282,True
slantedpub8848170987.u.arkana.near,2024-03-27,115603183,115603183,True
sinistersynapse231531039.u.arkana.near,2024-03-27,115575022,115575022,True
shatteredrepurchase7418211827.u.arkana.near,2024-03-27,115607269,115607269,True
socialsignalman6958348096.u.arkana.near,2024-03-27,115562100,115562100,True
slendernunnery1538104329.u.arkana.near,2024-03-27,115576003,115576003,True
sterilesteward6889161929.u.arkana.near,2024-03-27,115575265,115575265,True
stationaryseller5814326498.u.arkana.near,2024-03-27,115571320,115571320,True
smokelessfitness7997377818.u.arkana.near,2024-03-27,115560951,115560951,True
squarexml4893.near,2024-03-27,115583719,115583719,True
structuredstockbroker3357333805.u.arkana.near,2024-03-27,115564904,115564904,True
strangeashtray7000336227.u.arkana.near,2024-03-27,115574201,115574201,True
superhumanfrat3777322305.u.arkana.near,2024-03-27,115610167,115610167,True
sultrygnat6839116614.u.arkana.near,2024-03-27,115564806,115564806,True
sunkenyellow-green835022947.u.arkana.near,2024-03-27,115600191,115600191,True
subsidiaryrival5850377810.u.arkana.near,2024-03-27,115560503,115560503,True
swifttea8812.near,2024-03-27,115588801,115588801,True
superstitiouscavalier4899336747.u.arkana.near,2024-03-27,115573522,115573522,True
taxingtheory2714335372.u.arkana.near,2024-03-27,115596600,115596600,True
threateningstraw4038107664.u.arkana.near,2024-03-27,115602356,115602356,True
top-leveldrapery4616317072.u.arkana.near,2024-03-27,115568263,115568263,True
terrifyinghanger5498378056.u.arkana.near,2024-03-27,115570051,115570051,True
time-consumingmammography368926498.u.arkana.near,2024-03-27,115597825,115597825,True
thermonuclearcollier3459301004.u.arkana.near,2024-03-27,115569557,115569557,True
thankfulbishop7509308890.u.arkana.near,2024-03-27,115564563,115564563,True
trantruong94.near,2024-03-27,115586936,115586936,True
trainedtambourine6880379211.u.arkana.near,2024-03-27,115607717,115607717,True
toughtag8140.near,2024-03-27,"115583787,115583854","115583787,115583854",True
tremblingligament2405332998.u.arkana.near,2024-03-27,115566636,115566636,True
tribalfutility870674119.u.arkana.near,2024-03-27,115583746,115583746,True
undamagedebb8460282451.u.arkana.near,2024-03-27,115564620,115564620,True
trendynativist4204314345.u.arkana.near,2024-03-27,115607419,115607419,True
unfriendlycrystal8513378783.u.arkana.near,2024-03-27,115593236,115593236,True
unworthyjackhammer2729345742.u.arkana.near,2024-03-27,115595185,115595185,True
unheardpremium7161109129.u.arkana.near,2024-03-27,115605717,115605717,True
wrinkledcapitalist7361258632.u.arkana.near,2024-03-27,115564908,115564908,True
untestedsalesperson384286834.u.arkana.near,2024-03-27,115564981,115564981,True
vitalbaboon229718690.u.arkana.near,2024-03-27,115572543,115572543,True
unknownefficiency8187174733.u.arkana.near,2024-03-27,115591110,115591110,True
waitingpassage7020189610.u.arkana.near,2024-03-27,115566483,115566483,True
wordlessjuggler5521153080.u.arkana.near,2024-03-27,115575836,115575836,True
zhuo11.near,2024-03-27,115580620,115580620,True
world-widedeterminism8450378797.u.arkana.near,2024-03-27,115593570,115593570,True
veriginegor.near,2024-03-27,115580081,115580081,True
warmgoat1139.near,2024-03-27,115584151,115584151,True
